"CONTENTS_SEQ","CONTENTS_TITLE","CONTENTS_SYNOPSIS","CONTENTS_GENRE","AGE_RATING","RELEASE_YEAR","RATING","POSTER_IMG","DIRECTOR","CAST","OTT"
"917","빅뱅이론 시즌 1","두 공학 오타쿠와 미녀의 이야기를 다룬 시트콤","코미디, 로맨스","15세 이상 시청가","2007","4.1","https://file.kinolights.com/m/content_poster/202307/12/451ec659-3e0a-4645-b61d-dd8c1fdf9a1a.webp","척 로리","자니 갈렉키, 짐 파슨스","쿠팡플레이"
"918","빅쇼트","사회성이라곤 없는 캐피털 회사 대표 마이클 버리는 금융시장의 붕괴를 예측하고, 골드만삭스를 찾아가 부동산 폭락에 돈을 걸겠다고 말해 비웃음을 산다. 도이치뱅크의 트레이더인 자레드 베넷은 대형 은행들이 안전자산이라 홍보한 부채담보부증권의 부실을 파악하고 내부 정보를 투자자들에게 흘린다. 펀드매니저 마크 바움은 자레드에게서 제공받은 정보로 대형 은행과 반대되는 투자를 감행한다. 은퇴 뒤 은둔 중인 전직 트레이더 벤 리커트는 눈밝고 대담한 젊은 펀드매니저 찰리와 제이미를 돕는다.","드라마, 코미디","청소년 관람불가","2015","3.9","https://file.kinolights.com/m/content_poster/202307/12/e2b6daf0-2ef7-420a-b1c0-e28a7af46223.webp","아담 맥케이","크리스찬 베일, 스티브 카렐","넷플릭스, 왓챠, 쿠팡플레이"
"919","빅토리","1999년 세기말, 거제의 댄스 콤비 필선과 미나는 댄스 연습실을 마련하기 위해 서울에서 전학온 치어리더 세현을 내세워 치어리딩 동아리를 만든다. 그렇게 9명의 멤버들이 모여 얼렁뚱땅 탄생한 밀레니엄 걸즈. 치형의 만년 꼴찌 거제상고 축구부를 우승으로 이끌어야만 하는데… 오직 열정만큼은 충만한 생판 초짜 치어리딩 동아리 ‘밀레니엄 걸즈’의 모두를 향한 신나는 응원이 펼쳐진다!","드라마","12세 이상 관람가","2024","3.1","https://file.kinolights.com/m/content_poster/202409/13/d21fb562-80fb-4e86-a1c3-52933e5f354c.webp","박범수","이혜리, 박세완","왓챠, 쿠팡플레이"
"920","빌런의 나라","K-줌마 자매와 똘끼 충만 가족들의 때론 거칠면서도 때론 따뜻한 일상을 담은 시추에이션 코미디 드라마","드라마, 코미디","15세 이상 시청가","2025","0","https://file.kinolights.com/m/content_poster/202503/12/0cbc1c1f-a54d-4d9f-8d26-f86547df4a3d.webp","김영조","오나라, 소유진","왓챠"
"921","빌리 린스 롱 하프타임 워크","빌리 린스 롱 하프타임 워크는 미국 텍사스 출신 19살 보병 ‘빌리 린’과 그의 7명의 분대원들이 이라크전에서 참전 중 언론의 주목을 받아 영웅으로 떠오르자 미국정부가 그들을 고향으로 데려와 홍보투어를 시키게 되고 주인공들은 이라크 전쟁터로 복귀하기 전에 미국 텍사스주에서 열리는 추수감사절 미식축구 경기의 하프타임쇼에도 동원되게 되는데 바로 그 경기 중에 무언가가 벌어지는데..","드라마, 액션, 스릴러","15세 이상 관람가","2016","2.5","https://file.kinolights.com/m/content_poster/202307/12/78dd2cfe-453b-4293-9712-5b0d2c9ab1d8.webp","이안","크리스틴 스튜어트, 크리스 터커","왓챠, 쿠팡플레이"
"922","빨강머리 백설공주","머리 색이 특이하니 애첩으로 들어오라? 느닷없는 궁의 전갈을 받아든 빨강 머리 소녀. 잠시 고민에 잠기더니, 머리칼을 싹둑 잘라내고 왕국을 떠난다. 타인의 소유욕에 내 삶을 넘길 순 없지. 내 인생의 주인공은 나야 나!","드라마, 로맨스, 판타지, 애니메이션","12세 이상 시청가","2015","4.3","https://file.kinolights.com/m/content_poster/202307/12/e77f7bff-447d-4f34-a653-f0b9b285978a.webp","안도 마사히로","하야미 사오리, 오오사카 료타","티빙"
"923","사금","동평백부의 넷째 낭자 강사는 가문의 복수를 하려다 정인인 욱금(여칠)의 손에 죽음을 맞고, 환생해 10년 전으로 되돌아간다. 전생의 비극을 되풀이하지 않기로 마음먹은 강사는 정해진 미래를 하나씩 바꿔 나가고, 그 과정에서 운명처럼 욱금(여칠)과 재회하는데…","드라마","15세 이상 시청가","2025","0","https://file.kinolights.com/m/content_poster/202503/07/f077dda6-fd61-4720-a6bf-b0f29432cb34.webp","왕위","경첨, 장만의","왓챠, 티빙"
"924","사나운 땅의 사람들","1857년의 미국. 모든 것이 혼란스럽고, 고통이 도처에 만연해 있으며, 순수와 평온은 증오와 공포에 짓눌린 곳. 평화는 점점 사그라들고, 품위를 갖춘 이는 소수에 불과하며, 연민을 아는 이는 더욱 드문 곳. 안전한 피난처라곤 없는 이 잔인한 땅에서 모두에게 중요한 목표는 단 하나, 생존뿐이다.","드라마, 액션, 스릴러","19세 이상 시청가","2024","3.7","https://file.kinolights.com/m/content_poster/202501/14/a0e70c0c-9f6e-44ba-9225-51c2089262fb.webp","피터 버그","테일러 키취, 베티 길핀","넷플릭스"
"925","사냥개들","두 청년 복서가 선한 대부업자와 한뜻으로 뭉친다. 돈 때문에 절박한 약자들을 먹잇감 삼는 악랄한 사채업자에 대적하기 위해.","드라마, 액션, 스릴러","19세 이상 시청가","2023","3.3","https://file.kinolights.com/m/content_poster/202307/12/1f6bae5b-3cb7-4900-a91d-389d531c9585.webp","김주환","우도환, 이상이","넷플릭스"
"926","사도","재위기간 내내 왕위계승 정통성 논란에 시달린 영조는 학문과 예법에 있어 완벽한 왕이 되기 위해 끊임없는 노력을 기울인다. 뒤늦게 얻은 귀한 아들 세자만은 모두에게 인정받는 왕이 되길 바랐지만 기대와 달리 어긋나는 세자에게 실망하게 된다. 어린 시절 남다른 총명함으로 아버지 영조의 기쁨이 된 아들 아버지와 달리 예술과 무예에 뛰어나고 자유분방한 기질을 지닌 사도는 영조의 바람대로 완벽한 세자가 되고 싶었지만 자신의 진심을 몰라주고 다그치기만 하는 아버지를 점점 원망하게 된다. 왕과 세자로 만나 아버지와 아들의 연을 잇지 못한 운명, 역사상 가장 비극적인 가족사가 시작된다.","드라마","12세 이상 관람가","2014","3.6","https://file.kinolights.com/m/content_poster/202307/12/8297a85e-d69e-4851-9d0a-729ca764b4ec.webp","이준익","송강호, 유아인","넷플릭스, 왓챠, 쿠팡플레이, 티빙"
"927","사라진 첫사랑","좋아하는 여학생이 다른 남학생을 좋아한다고 생각하는 아오키. 그런데 그 남학생은 아오키가 자기에게 호감이 있다고 생각하는데! 첫사랑은 왜 항상 이렇게 어려운 걸까?","드라마, 코미디, 로맨스","15세 이상 시청가","2021","4","https://file.kinolights.com/m/content_poster/202307/12/be37c804-1794-4ace-ad23-ae0b2c70f271.webp","쿠사노 쇼고","미치에다 슌스케, 메구로 렌","왓챠"
"928","사랑 후에 오는 것들","운명 같던 사랑이 끝나고, 모든 것을 잊은 여자 홍과 후회로 가득한 남자 준고의 사랑 후 이야기를 그린 감성 멜로드라마.","드라마, 로맨스","12세 이상 시청가","2024","3.6","https://file.kinolights.com/m/content_poster/202409/10/3f274c61-2baf-401f-91a3-ed0ba25d6707.webp","문현성","이세영, 사카구치 켄타로","쿠팡플레이"
"929","사랑과 영혼","갑작스러운 사고로 연인 몰리의 곁을 떠나게 된 샘은 천국으로 향하지 못하고 그녀의 곁을 맴돈다. 하지만 육체가 없는 샘의 존재를 그녀는 알아차리지 못하고… 다른 영혼의 도움을 받게 된 샘은 자신만의 방식으로 그녀에게 사랑을 전하고자 하는데…","드라마, 로맨스","15세 이상 관람가","1990","3.6","https://file.kinolights.com/m/content_poster/202307/12/057a54fc-d29a-4c5c-bbd0-90c2e90643f5.webp","제리 주커","패트릭 스웨이지, 데미 무어","쿠팡플레이"
"930","사랑도 통역이 되나요?","일상이 무료하고 외로운 밥 해리스와 샬롯은 도쿄로 여행온 미국인이다. 영화배우인 밥은 위스키 광고 촬영차 일본을 방문했지만 일본의 낯선 문화와 의사소통의 어려움으로 소외감을 느낀다. 또한 이제 갓 결혼한 샬롯은 사진작가인 남편을 따라 일본에 왔지만, 남편에게도 안정을 얻지 못하고 외로움과 불확실한 앞날에 대해 번민한다. 같은 호텔에 머무르고 있던 밥과 샬롯은 잠을 이루지 못하고 뒤척이던 중 호텔바에서 우연히 마주친다. 두 사람은 낯선 환경에 적응하지 못하고 외로움을 느끼는 서로의 모습속에서 공통점을 발견하고 서로에게 이끌리게 된다. 이 둘은 도쿄 시내를 함께 구경하고, 얘기를 나누면서 급속도로 가까워지는데...","드라마, 코미디, 로맨스","15세 이상 관람가","2003","3.4","https://file.kinolights.com/m/content_poster/202307/12/8c1d6c50-5df0-4f54-afa5-1a96d3b95385.webp","소피아 코폴라","빌 머레이, 스칼렛 요한슨","왓챠"
"931","사랑에 관한 짧은 필름","수줍음 많은 우체국 직원인 도메크(Tomek: 올라프 루바첸코 분)는 맞은편 아파트에 사는 연상의 독신녀 마그다를 망원경으로 몰래 훔쳐보며 사랑을 느낀다. 마그다를 진심으로 사랑하게 된 도메크는 그녀의 아파트에 우유를 배달하고, 가짜 송금표를 만들어 그녀를 우체국으로 오게 하고, 마그다의 편지를 몰래 훔치고, 마그다가 사랑을 나눌 때 가스 고장 신고를 하는 등, 항상 그녀의 곁을 맴돈다.
그러던 어느 날 자신이 보낸 통지서를 가지고 송금을 받으로 온 마그다가 오히려 송금을 조작했다는 누명을 뒤집어쓰고 우체국을 나서는 걸보고 통지서를 보낸 것도 자신이며, 오랫동안 그녀를 훔쳐 봐왔다고 털어놓는다. 도메크는 용기를 내서 마그다에게 데이트 신청을 하고, 밤이 되자 두 사람은 마그다의 집으로 향한다. 마그다는 웃옷만 걸친 채 도메크를 유혹하고, 흥분한 도메크에게 '그게 바로 사랑의 전부'라고 냉소적으로 말한다. 사랑이 허물어지는 것을 느낀 도메크는 집으로 돌아가 동맥을 끊고, 그 사실을 안 마그다는 자신의 잘못에 애타게 도메크를 기다린다.","드라마, 로맨스","청소년 관람불가","1988","3.8","https://file.kinolights.com/m/content_poster/202307/12/1a6db8f6-3dda-4450-a7ab-12caadd817b1.webp","크쥐슈토프 키에슬로프스키","올라프 루바젠코, 그라지나 샤포워프스카","왓챠"
"932","사랑은 Deep하게","바다를 사랑하는 해양학자와 마린 리조트 개발을 담당한 츤데레 도련님의 금단의 사랑을 그린 드라마.","드라마, 로맨스","15세 이상 시청가","2021","2.6","https://file.kinolights.com/m/content_poster/202307/12/24a57d38-0eb9-49c1-ac7e-843645a8f100.webp","스즈키 유우마","이시하라 사토미, 아야노 고","왓챠, 티빙"
"933","사랑은 낙엽을 타고","은퇴를 번복하고 돌아온 아키 카우리스마키의 최신작 <폴른 리브스>는 감독의 프롤레타리아 3부작[<천국의 그림자>(1986) <아리엘>(1988) <성냥공장 소녀>(1989)] 계보를 잇는 작품이다. 우크라이나 침공 소식을 전해주는 라디오 외에는 세상과 단절된 여자와 우울한 일상을 알코올로 달래는 자칭 터프가이 남자는 헬싱키의 밤 거리에서 만나 호감을 느낀다. 이들의 조심스러운 로맨스는 몇 번의 우연과 몇 번의 불운을 거치며 한 걸음씩 나아간다. 무미건조한 유머를 쉬이 납득하기 어렵더라도 간간이 웃음을 터뜨리게 되는 순간이 있고, 삶에서 무수한 실패를 거듭해 온 주인공들의 어쩌면 처음이자 마지막 사랑을 조용히 응원하게 된다. 색다른 별미는 아니지만 진하게 끓여낸 김치찌개가 당기는 것처럼, 지난 40년간 인간의 외로움에 천착한 아키 카우리스마키 필모그래피의 정수를 맛볼 수 있다. 특히 시네필이라면 브레송, 고다르, 자무쉬, 채플린 등 거장들에 대한 헌사를 발견하는 재미를 더할 수 있을 것이다.","드라마, 코미디, 로맨스","12세 이상 관람가","2023","3.7","https://file.kinolights.com/m/content_poster/202311/24/e96b5ef3-dfe9-4e2a-a373-1c5665b5d1a7.webp","아키 카우리스마키","알마 푀이스티, 주시 바타넨","왓챠, 쿠팡플레이, 티빙"
"934","사랑의 무덤","절 앞을 지나가는 이름 모를 그녀를 짝사랑하는 유타는 아버지의 뒤를 이어 절의 주지가 되었다. 그런 그를 짝사랑하는 소꿉친구, 유카. 하지만 그녀의 고백을 유타는 거절한다. 유타는 친구가 소개팅 앱에서 이름 모를 그녀를 만났다는 얘기를 듣는데...","로맨스","청소년 관람불가","2020","0","https://file.kinolights.com/m/content_poster/202307/12/604ea2b7-e2b9-4fca-991f-d79708aadab9.webp","나루세 키요토","오구라 유나, 히데노부 아베라","왓챠, 티빙"
"935","사랑의 불시착","뜻밖의 돌풍은 행운일까, 불운일까. 패러글라이딩 사고로 북한에 불시착한 재벌 딸. 그곳에서 깐깐한 북한군 장교를 만난다. 이 와중에 피어오르는 낯선 감정은 뭐지?","드라마, 코미디, 로맨스","15세 이상 시청가","2019","3.8","https://file.kinolights.com/m/content_poster/202307/12/82887ffd-2eac-4298-b70d-604ad55cca23.webp","이정효","현빈, 손예진","넷플릭스, 티빙"
"936","사랑의 블랙홀","자기 중심적이고 시니컬한 TV 기상 통보관 필 코너스는 매년 2월 2일에 개최되는 성촉절(Groundhog Day: 경칩) 취재차 PD인 리타, 카메라맨 래리와 함께 펜실바니아의 펑추니아 마을로 간다. 봄을 대표하는 2월 2일인 이날은 우드척(Woodchuck: Groundhog)이라는 다람쥐처럼 생긴 북미산 마못(Marmot)으로 봄이 올 것을 점치는 날이다. 목적지에 도착할 필은 서둘러 형식적으로 취재를 끝내지만 폭설로 길이 막혀 펑추니아로 되돌아온다. 다음 날 아침, 낡은 호텔에서 눈을 뜬 필은 어제와 똑같은 라디오 멘트를 듣게 되고, 분명히 성촉절 취재를 마쳤건만 축제 준비로 부산한 마을의 모습을 보고 경악한다. 자신에게만 시간이 반복되는 마법에 걸린 필은 특유의 악동 기질을 발휘해 여자를 유혹하기, 돈가방을 훔치기, 반복되는 축제를 엉망으로 만들어 버린다. 그러나 그것도 하루이틀, 절망한 필은 자살을 기도하지만 다음날이면 항상 침대 위에서 잠이 깬다. 그에겐 죽음이 아닌 성촉절만이 기다리고 있을 뿐인데...","드라마, 코미디, 로맨스, 판타지","15세 이상 관람가","1993","3.9","https://file.kinolights.com/m/content_poster/202307/12/2bf084e9-b763-4413-9980-a29b83cf380c.webp","해롤드 래미스","빌 머레이, 앤디 맥도웰","왓챠, 쿠팡플레이"
